边 : 卖 0 | 迷 1 | 亮 2 | 屋 3 | 盖 4 | 衣 5 | 举 6 | 昌 7 | 房 8 | 患 9 | 癌 10 | 症 11 | 瓜 12 | 伤 13 | 净 14 | 池 15 | 冒 16 | 伸 17 | 征 18 | 腾 19 | 
迈 : 弄 0 | 隔 1 | 凭 2 | 赚 3 | 肩 4 | 劝 5 | 坐 6 | 悠 7 | 涨 8 | 崭 9 | 横 10 | 挫 11 | 穿 12 | 苍 13 | 钻 14 | 扣 15 | 疲 16 | 扭 17 | 昔 18 | 屈 19 | 

蔷 : 霆 0 | 淅 1 | 罔 2 | 赳 3 | 炖 4 | 砭 5 | 戛 6 | 嘶 7 | 玷 8 | 芷 9 | 偕 10 | 觞 11 | 羹 12 | 丐 13 | 嗅 14 | 妖 15 | 楣 16 | 荤 17 | 轶 18 | 葩 19 | 

嗜 : 裘 0 | 羌 1 | 梵 2 | 钠 3 | 喋 4 | 惭 5 | 镍 6 | 蛀 7 | 孢 8 | 亘 9 | 珩 10 | 潼 11 | 芸 12 | 撩 13 | 窦 14 | 濮 15 | 逍 16 | 撮 17 | 臧 18 | 笃 19 | 

奸 : 熬 0 | 抖 1 | 晃 2 | 猴 3 | 琢 4 | 婉 5 | 兽 6 | 烫 7 | 翩 8 | 氨 9 | 溜 10 | 稚 11 | 奸 12 | 栖 13 | 拣 14 | 蜡 15 | 瑰 16 | 峙 17 | 毯 18 | 刹 19 | 

愁 : 屯 0 | 邵 1 | 柯 2 | 珊 3 | 蜂 4 | 缠 5 | 仙 6 | 愤 7 | 逊 8 | 洽 9 | 幻 10 | 谦 11 | 绑 12 | 呵 13 | 熏 14 | 溜 15 | 栖 16 | 赣 17 | 帅 18 | 瑰 19 | 

挣 : 挫 0 | 赣 1 | 谦 2 | 劝 3 | 雇 4 | 谐 5 | 苍 6 | 咸 7 | 绑 8 | 滴 9 | 颜 10 | 渝 11 | 抹 12 | 喧 13 | 酝 14 | 斑 15 | 沪 16 | 夹 17 | 幻 18 | 绚 19 | 

慷 : 噪 0 | 俯 1 | 铝 2 | 绚 3 | 歪 4 | 鞍 5 | 牟 6 | 邵 7 | 肾 8 | 砸 9 | 愚 10 | 萎 11 | 栖 12 | 臭 13 | 斡 14 | 羞 15 | 熏 16 | 敷 17 | 樱 18 | 玫 19 | 

勋 : 忌 0 | 觅 1 | 孕 2 | 蕴 3 | 鹅 4 | 倦 5 | 薪 6 | 沪 7 | 茫 8 | 瞻 9 | 咐 10 | 攒 11 | 翰 12 | 呵 13 | 弦 14 | 暇 15 | 栖 16 | 桩 17 | 榻 18 | 翼 19 | 

浒 : 娣 0 | 捺 1 | 徨 2 | 屉 3 | 淇 4 | 跚 5 | 佟 6 | 胥 7 | 峥 8 | 猕 9 | 翌 10 | 聩 11 | 胤 12 | 耄 13 | 洮 14 | 噜 15 | 蜻 16 | 烷 17 | 珲 18 | 阖 19 | 

惶 : 泾 0 | 逍 1 | 粽 2 | 蛀 3 | 雌 4 | 亵 5 | 秭 6 | 窦 7 | 郴 8 | 拄 9 | 篝 10 | 臧 11 | 铿 12 | 涿 13 | 惋 14 | 邬 15 | 赡 16 | 梵 17 | 褥 18 | 诙 19 | 

睇 : 烷 0 | 怦 1 | 涿 2 | 铱 3 | 蚂 4 | 耄 5 | 捺 6 | 殚 7 | 阖 8 | 菏 9 | 徜 10 | 篑 11 | 跚 12 | 洮 13 | 绮 14 | 呻 15 | 锲 16 | 胥 17 | 蹴 18 | 佟 19 | 

疤 : 鹭 0 | 搂 1 | 毙 2 | 殃 3 | 漉 4 | 檀 5 | 胺 6 | 屁 7 | 薹 8 | 摹 9 | 姬 10 | 瀛 11 | 瑜 12 | 泗 13 | 岌 14 | 珑 15 | 擎 16 | 抠 17 | 嘘 18 | 庵 19 | 

琢 : 颤 0 | 虾 1 | 熬 2 | 凿 3 | 杠 4 | 拢 5 | 抖 6 | 蜜 7 | 晃 8 | 瞒 9 | 粪 10 | 猴 11 | 吟 12 | 琢 13 | 惶 14 | 钉 15 | 恨 16 | 吓 17 | 哗 18 | 氮 19 | 

ｃ : 喇 0 | 铝 1 | 冤 2 | 熏 3 | 邵 4 | 潇 5 | 萎 6 | 歪 7 | 愚 8 | 呵 9 | 溜 10 | 斡 11 | 磅 12 | 糟 13 | 栖 14 | 羞 15 | 缤 16 | 聂 17 | 绚 18 | 屯 19 | 

秃 : 劾 0 | 毯 1 | 硫 2 | 禹 3 | 淌 4 | 奸 5 | 兽 6 | 赃 7 | 阀 8 | 瑰 9 | 稚 10 | 岱 11 | 泵 12 | 匙 13 | 楠 14 | 芒 15 | 媛 16 | 蓓 17 | 抖 18 | 翩 19 | 

沛 : 毯 0 | 稚 1 | 劾 2 | 赃 3 | 奸 4 | 抖 5 | 剔 6 | 兽 7 | 瓣 8 | 岱 9 | 碟 10 | 翩 11 | 蓓 12 | 泵 13 | 琢 14 | 扇 15 | 熬 16 | 麓 17 | 硫 18 | 秃 19 | 

灿 : 夹 0 | 赣 1 | 滴 2 | 喧 3 | 苍 4 | 猖 5 | 颜 6 | 咸 7 | 匈 8 | 斑 9 | 欲 10 | 帽 11 | 磨 12 | 珊 13 | 闲 14 | 逊 15 | 寺 16 | 谐 17 | 巾 18 | 昭 19 | 

稍 : 谦 0 | 绑 1 | 邵 2 | 珊 3 | 溜 4 | 赣 5 | 抹 6 | 蜂 7 | 缠 8 | 呵 9 | 熏 10 | 栖 11 | 绚 12 | 幻 13 | 仙 14 | 喧 15 | 晃 16 | 咸 17 | 斑 18 | 逊 19 | 

谁 : 摆 0 | 尊 1 | 扩 2 | 诸 3 | 截 4 | 避 5 | 妥 6 | 坐 7 | 宽 8 | 懂 9 | 孤 10 | 凭 11 | 幸 12 | 涉 13 | 扭 14 | 琛 15 | 促 16 | 冬 17 | 肩 18 | 升 19 | 

彦 : 殿 0 | 杉 1 | 彦 2 | 绎 3 | 夷 4 | 芒 5 | 亭 6 | 卜 7 | 罐 8 | 仙 9 | 弦 10 | 愤 11 | 焰 12 | 奸 13 | 崖 14 | 勋 15 | 瑰 16 | 淌 17 | 赃 18 | 禹 19 | 

苑 : 禹 0 | 匙 1 | 萃 2 | 秆 3 | 硫 4 | 崖 5 | 赃 6 | 阀 7 | 奸 8 | 拾 9 | 兽 10 | 稚 11 | 瑰 12 | 绎 13 | 淌 14 | 抖 15 | 媛 16 | 忱 17 | 芒 18 | 楠 19 | 

鬼 : 稚 0 | 婉 1 | 阀 2 | 缠 3 | 驿 4 | 淌 5 | 冀 6 | 霖 7 | 麓 8 | 斩 9 | 珊 10 | 崎 11 | 呵 12 | 钮 13 | 姨 14 | 娅 15 | 沥 16 | 氨 17 | 媛 18 | 兮 19 | 

歪 : 抹 0 | 溜 1 | 绑 2 | 呵 3 | 晃 4 | 蜂 5 | 缠 6 | 栖 7 | 沥 8 | 熏 9 | 邵 10 | 琢 11 | 熬 12 | 兽 13 | 幻 14 | 刹 15 | 峙 16 | 宠 17 | 珊 18 | 瑰 19 | 

吓 : 晃 0 | 饿 1 | 抖 2 | 稚 3 | 蜂 4 | 拾 5 | 兽 6 | 刹 7 | 熬 8 | 倦 9 | 琢 10 | 奸 11 | 抹 12 | 缠 13 | 峙 14 | 婉 15 | 忌 16 | 咐 17 | 觅 18 | 硫 19 | 

壑 : 葆 0 | 佣 1 | 撬 2 | 腕 3 | 锚 4 | 贱 5 | 坯 6 | 凰 7 | 跤 8 | 哉 9 | 剔 10 | 瓣 11 | 掷 12 | 炯 13 | 穹 14 | 哮 15 | 阂 16 | 侣 17 | 壑 18 | 吵 19 | 

缤 : 锚 0 | 壑 1 | 贱 2 | 殉 3 | 凰 4 | 撬 5 | 掷 6 | 弓 7 | 穹 8 | 剔 9 | 溅 10 | 葆 11 | 佣 12 | 亢 13 | 腕 14 | 哉 15 | 瑜 16 | 哮 17 | 炕 18 | 匡 19 | 

凛 : 殴 0 | 秃 1 | 岱 2 | 坞 3 | 匡 4 | 姨 5 | 斩 6 | 峭 7 | 剔 8 | 钮 9 | 榴 10 | 陲 11 | 兮 12 | 拌 13 | 驿 14 | 仕 15 | 挟 16 | 麓 17 | 泵 18 | 臃 19 | 

泵 : 恤 0 | 颐 1 | 氯 2 | 凛 3 | 拌 4 | 谆 5 | 榴 6 | 珀 7 | 梓 8 | 甬 9 | 焉 10 | 驹 11 | 皱 12 | 桓 13 | 蚌 14 | 帧 15 | 侮 16 | 侄 17 | 孵 18 | 蚊 19 | 

委 : 带 0 | 写 1 | 升 2 | 忧 3 | 亮 4 | 返 5 | 册 6 | 胜 7 | 痛 8 | 涨 9 | 功 10 | 客 11 | 涉 12 | 词 13 | 码 14 | 架 15 | 阵 16 | 旁 17 | 缩 18 | 约 19 | 

电 : 镇 0 | 藏 1 | 胜 2 | 谢 3 | 菜 4 | 头 5 | 洋 6 | 星 7 | 暖 8 | 边 9 | 瑞 10 | 客 11 | 岛 12 | 光 13 | 洪 14 | 雪 15 | 电 16 | 贺 17 | 苏 18 | 彩 19 | 

之 : 军 0 | 客 1 | 兴 2 | 胜 3 | 伟 4 | 利 5 | 班 6 | 卫 7 | 路 8 | 弹 9 | 庄 10 | 图 11 | 亮 12 | 演 13 | 带 14 | 核 15 | 词 16 | 弟 17 | 垸 18 | 镇 19 | 

各 : 目 0 | 采 1 | 减 2 | 各 3 | 回 4 | 某 5 | 扶 6 | 青 7 | 之 8 | 邀 9 | 认 10 | 继 11 | 密 12 | 乃 13 | 约 14 | 课 15 | 特 16 | 开 17 | 截 18 | 阶 19 | 

偏 : 磨 0 | 皇 1 | 闲 2 | 欲 3 | 扣 4 | 赈 5 | 滑 6 | 侦 7 | 穿 8 | 滴 9 | 隔 10 | 珠 11 | 雇 12 | 嫌 13 | 甲 14 | 疲 15 | 苍 16 | 钻 17 | 阴 18 | 宪 19 | 

城 : 图 0 | 客 1 | 浩 2 | 牛 3 | 甲 4 | 庄 5 | 滑 6 | 茶 7 | 穿 8 | 朋 9 | 亮 10 | 珠 11 | 皇 12 | 戏 13 | 瓦 14 | 雪 15 | 阴 16 | 苏 17 | 圣 18 | 铁 19 | 

树 : 牛 0 | 客 1 | 雪 2 | 图 3 | 瓦 4 | 浩 5 | 彩 6 | 洛 7 | 弹 8 | 庄 9 | 苏 10 | 茶 11 | 贝 12 | 圣 13 | 盗 14 | 菜 15 | 篮 16 | 蒂 17 | 伟 18 | 稻 19 | 

购 : 徒 0 | 景 1 | 症 2 | 迷 3 | 佩 4 | 贺 5 | 购 6 | 弃 7 | 房 8 | 亮 9 | 衣 10 | 御 11 | 暖 12 | 朴 13 | 屋 14 | 艇 15 | 岛 16 | 疑 17 | 卷 18 | 圈 19 | 

志 : 写 0 | 亮 1 | 返 2 | 掉 3 | 痛 4 | 缩 5 | 赴 6 | 升 7 | 旁 8 | 码 9 | 疑 10 | 扣 11 | 词 12 | 约 13 | 岛 14 | 慰 15 | 珠 16 | 忧 17 | 涨 18 | 穿 19 | 

字 : 估 0 | 佩 1 | 徒 2 | 艇 3 | 迷 4 | 屋 5 | 症 6 | 购 7 | 旋 8 | 弟 9 | 御 10 | 房 11 | 朴 12 | 旱 13 | 侨 14 | 垸 15 | 弃 16 | 昂 17 | 扰 18 | 蓄 19 | 

光 : 光 0 | 西 1 | 苏 2 | 洛 3 | 雪 4 | 彩 5 | 铁 6 | 贵 7 | 瑞 8 | 客 9 | 华 10 | 河 11 | 贝 12 | 头 13 | 菜 14 | 浩 15 | 瓦 16 | 谢 17 | 篮 18 | 德 19 | 

撼 : 雀 0 | 裹 1 | 渣 2 | 浊 3 | 痪 4 | 衫 5 | 罩 6 | 藤 7 | 崖 8 | 秆 9 | 拾 10 | 毯 11 | 潭 12 | 匙 13 | 恋 14 | 隙 15 | 椎 16 | 涡 17 | 稚 18 | 劾 19 | 

盖 : 惯 0 | 易 1 | 兵 2 | 檗 3 | 洵 4 | 嗟 5 | 噘 6 | 殇 7 | 斛 8 | 氽 9 | 彀 10 | 楸 11 | 涑 12 | 墉 13 | 侩 14 | 疴 15 | 埯 16 | 髋 17 | 彳 18 | 瘙 19 | 

吟 : 瑰 0 | 兽 1 | 蜂 2 | 硫 3 | 缠 4 | 琢 5 | 阀 6 | 奸 7 | 稚 8 | 霖 9 | 抖 10 | 冀 11 | 泵 12 | 翩 13 | 驿 14 | 赃 15 | 熬 16 | 烫 17 | 岱 18 | 沥 19 | 

蜂 : 兽 0 | 硫 1 | 抖 2 | 瑰 3 | 奸 4 | 阀 5 | 匙 6 | 稚 7 | 赃 8 | 蜂 9 | 翩 10 | 琢 11 | 冀 12 | 淌 13 | 婉 14 | 拾 15 | 熬 16 | 媛 17 | 萃 18 | 霖 19 | 

响 : 束 0 | 息 1 | 险 2 | 视 3 | 绍 4 | 势 5 | 式 6 | 言 7 | 障 8 | 汛 9 | 湾 10 | 赠 11 | 值 12 | 献 13 | 判 14 | 洁 15 | 帜 16 | 响 17 | 责 18 | 洋 19 | 

钺 : 玷 0 | 嘶 1 | 濮 2 | 撮 3 | 戛 4 | 炖 5 | 赳 6 | 嶙 7 | 镍 8 | 钠 9 | 珩 10 | 梵 11 | 芷 12 | 惭 13 | 妖 14 | 罔 15 | 糯 16 | 羌 17 | 嗅 18 | 狡 19 | 

茜 : 撵 0 | 赅 1 | 氦 2 | 咣 3 | → 4 | 拗 5 | 搐 6 | 莒 7 | 俐 8 | 撷 9 | 酉 10 | 笪 11 | 珲 12 | 狞 13 | 燧 14 | 妓 15 | 硼 16 | 浜 17 | 烬 18 | 畿 19 | 

铿 : 氦 0 | 笪 1 | 拗 2 | 咣 3 | 赅 4 | 撵 5 | 莒 6 | 畿 7 | 酉 8 | → 9 | ━ 10 | 骡 11 | 亳 12 | 麒 13 | 酚 14 | 荥 15 | 烬 16 | 龛 17 | 菪 18 | 矾 19 | 

莺 : 铿 0 | 蔼 1 | 铱 2 | 怦 3 | 涿 4 | 锲 5 | 镌 6 | 甬 7 | 烷 8 | 徜 9 | 蚂 10 | 篑 11 | 诠 12 | 殚 13 | 霓 14 | 苛 15 | 菏 16 | 滦 17 | 呻 18 | 湃 19 | 

颐 : 泵 0 | 匡 1 | 秃 2 | 钮 3 | 岱 4 | 剔 5 | 斩 6 | 姨 7 | 瓣 8 | 驿 9 | 峭 10 | 贻 11 | 熬 12 | 烫 13 | 崎 14 | 琢 15 | 臃 16 | 麓 17 | 澎 18 | 翩 19 | 

衅 : 侣 0 | 衅 1 | 藉 2 | 坯 3 | 佣 4 | 阂 5 | 跤 6 | 陲 7 | 驴 8 | 坞 9 | 哮 10 | 禺 11 | 瑜 12 | 榴 13 | 溅 14 | 莺 15 | 莓 16 | 掷 17 | 膛 18 | 梓 19 | 

枥 : 坨 0 | 耆 1 | 拗 2 | 氦 3 | 饯 4 | 撵 5 | 仟 6 | 怏 7 | 赅 8 | 戕 9 | 赓 10 | 狈 11 | 咣 12 | 汴 13 | 隽 14 | 靛 15 | 笪 16 | 莒 17 | 胱 18 | 犟 19 | 

调 : 扩 0 | 回 1 | 扶 2 | 课 3 | 零 4 | 采 5 | 邀 6 | 宽 7 | 涨 8 | 升 9 | 禁 10 | 参 11 | 浓 12 | 坐 13 | 截 14 | 恢 15 | 减 16 | 诸 17 | 偏 18 | 涉 19 | 

相 : 涨 0 | 亮 1 | 痛 2 | 赈 3 | 忧 4 | 庄 5 | 升 6 | 码 7 | 返 8 | 扣 9 | 慰 10 | 穿 11 | 横 12 | 涉 13 | 故 14 | 淹 15 | 奔 16 | 词 17 | 坐 18 | 欲 19 | 

但 : 由 0 | 你 1 | 只 2 | 他 3 | 此 4 | 以 5 | 近 6 | 求 7 | 得 8 | 予 9 | 今 10 | 已 11 | 该 12 | 将 13 | 既 14 | 落 15 | 尊 16 | 赴 17 | 诸 18 | 冬 19 | 

步 : 家 0 | 类 1 | 疑 2 | 出 3 | 架 4 | 藏 5 | 耗 6 | 偿 7 | 叹 8 | 程 9 | 功 10 | 字 11 | 贺 12 | 醒 13 | 圈 14 | 册 15 | 星 16 | 慨 17 | 岛 18 | 暖 19 | 

室 : 垸 0 | 昂 1 | 稻 2 | 弹 3 | 淹 4 | 弟 5 | 巧 6 | 侨 7 | 脉 8 | 庄 9 | 篮 10 | 控 11 | 亮 12 | 旁 13 | 兴 14 | 玛 15 | 客 16 | 圈 17 | 彩 18 | 彦 19 | 

午 : 赴 0 | 升 1 | 缩 2 | 求 3 | 返 4 | 予 5 | 辈 6 | 夕 7 | 涉 8 | 触 9 | 号 10 | 累 11 | 掉 12 | 叫 13 | 幸 14 | 懂 15 | 坐 16 | 冬 17 | 得 18 | 取 19 | 

愫 : 陛 0 | 盹 1 | 撷 2 | 烬 3 | 柩 4 | 狞 5 | 轶 6 | 淇 7 | 噜 8 | 菩 9 | 搐 10 | 邕 11 | 妓 12 | 稣 13 | 珲 14 | ━ 15 | 莒 16 | 胤 17 | 浜 18 | 畿 19 | 

绩 : 类 0 | 耗 1 | 醒 2 | 慨 3 | 叹 4 | 疑 5 | 歧 6 | 藏 7 | 偿 8 | 楚 9 | 揽 10 | 册 11 | 洁 12 | 踪 13 | 架 14 | 旱 15 | 饱 16 | 功 17 | 淀 18 | 字 19 | 

状 : 感 0 | 信 1 | 赞 2 | 消 3 | 专 4 | 特 5 | 谈 6 | 支 7 | 救 8 | 课 9 | 垃 10 | 欢 11 | 鼓 12 | 农 13 | 热 14 | 遗 15 | 禁 16 | 优 17 | 阶 18 | 恢 19 | 

耙 : 芸 0 | 笃 1 | 孢 2 | 偎 3 | 燮 4 | 淆 5 | 禧 6 | 簧 7 | 痫 8 | 熹 9 | 亘 10 | 吭 11 | 匣 12 | 媲 13 | 镍 14 | 鸫 15 | 潼 16 | 逍 17 | 啪 18 | 葩 19 | 

孽 : 梵 0 | 镍 1 | 羌 2 | 喋 3 | 惭 4 | 钠 5 | 孢 6 | 撩 7 | 亘 8 | 濮 9 | 撮 10 | 珩 11 | 芸 12 | 逍 13 | 蛀 14 | 窦 15 | 潼 16 | 嘶 17 | 臧 18 | 鸫 19 | 

娲 : 珩 0 | 孢 1 | 钠 2 | 羌 3 | 熹 4 | 芸 5 | 燮 6 | 镍 7 | 炖 8 | 亘 9 | 匣 10 | 笃 11 | 嘶 12 | 娣 13 | 淆 14 | 芷 15 | 梵 16 | 簌 17 | 葩 18 | 潼 19 | 

嬴 : 簪 0 | 荚 1 | 蕤 2 | 诏 3 | 碓 4 | 崮 5 | 嗽 6 | 娲 7 | 鳅 8 | 琏 9 | 翊 10 | 躏 11 | 邈 12 | 孑 13 | 焖 14 | 蟥 15 | 橇 16 | 邗 17 | 擘 18 | 嗲 19 | 

忪 : 菪 0 | 逅 1 | 矾 2 | 拈 3 | 靓 4 | 蓿 5 | 咣 6 | 踉 7 | 龛 8 | 颍 9 | 俾 10 | 赅 11 | 榛 12 | 谤 13 | 酚 14 | 笪 15 | 梏 16 | 昱 17 | 鲢 18 | 麒 19 | 

胝 : 赅 0 | 咣 1 | 酉 2 | 笪 3 | 矾 4 | 畿 5 | 麒 6 | 菪 7 | 亳 8 | 莒 9 | 龛 10 | 骡 11 | 逅 12 | 靓 13 | 酚 14 | 俐 15 | 酗 16 | → 17 | 搐 18 | 烬 19 | 

蚱 : 椴 0 | 诘 1 | 啜 2 | 魇 3 | 琊 4 | 蚤 5 | 菽 6 | 酰 7 | 敕 8 | 嗲 9 | 酩 10 | 蟥 11 | 嗨 12 | 碓 13 | 漕 14 | 艮 15 | 鳅 16 | 荚 17 | 缳 18 | 祢 19 | 

要 : 出 0 | 要 1 | 约 2 | 胜 3 | 部 4 | 字 5 | 星 6 | 均 7 | 亮 8 | 客 9 | 东 10 | 功 11 | 利 12 | 头 13 | 升 14 | 掉 15 | 岛 16 | 返 17 | 册 18 | 面 19 | 

署 : 疑 0 | 册 1 | 架 2 | 耗 3 | 踪 4 | 叹 5 | 偿 6 | 掉 7 | 揽 8 | 星 9 | 饱 10 | 暖 11 | 贺 12 | 歧 13 | 楚 14 | 字 15 | 衷 16 | 缩 17 | 圈 18 | 醒 19 | 

译 : 冈 0 | 踪 1 | 醉 2 | 菊 3 | 撼 4 | 肤 5 | 纱 6 | 荫 7 | 穴 8 | 溪 9 | 淀 10 | 淑 11 | 恋 12 | 馈 13 | 秆 14 | 艇 15 | 崖 16 | 叹 17 | 桩 18 | 颂 19 | 

鄄 : 噎 0 | 酰 1 | 椴 2 | 瓤 3 | 煸 4 | 菽 5 | 沏 6 | 鼾 7 | 蜃 8 | 阄 9 | 鲇 10 | 敕 11 | 蘖 12 | 蹇 13 | 缳 14 | 慵 15 | 嗨 16 | 裟 17 | 魇 18 | 鹦 19 | 

唏 : 犟 0 | 仟 1 | 戕 2 | 唏 3 | 酉 4 | 麒 5 | 笪 6 | 氦 7 | 狰 8 | 辊 9 | 畿 10 | 赅 11 | 鲟 12 | 汴 13 | 咣 14 | 拗 15 | 亳 16 | 浣 17 | 骡 18 | 靛 19 | 

以 : 东 0 | 胜 1 | 要 2 | 亮 3 | 星 4 | 均 5 | 得 6 | 面 7 | 返 8 | 志 9 | 客 10 | 门 11 | 缩 12 | 岛 13 | 掉 14 | 字 15 | 驻 16 | 树 17 | 头 18 | 约 19 | 

觉 : 偿 0 | 贺 1 | 耗 2 | 架 3 | 叹 4 | 楚 5 | 暖 6 | 饱 7 | 岛 8 | 踪 9 | 洁 10 | 醒 11 | 慨 12 | 旨 13 | 星 14 | 歧 15 | 揽 16 | 圈 17 | 字 18 | 谢 19 | 

描 : 谐 0 | 苍 1 | 雇 2 | 颜 3 | 钓 4 | 赣 5 | 劝 6 | 崭 7 | 悠 8 | 钻 9 | 辐 10 | 缅 11 | 酝 12 | 陪 13 | 咸 14 | 慷 15 | 隔 16 | 欲 17 | 喧 18 | 滴 19 | 

唆 : 戕 0 | 笪 1 | 唏 2 | 氦 3 | 鲟 4 | 拗 5 | 仟 6 | 畿 7 | 咣 8 | 麒 9 | 荥 10 | 龛 11 | 辊 12 | 汴 13 | 浣 14 | 酗 15 | 酉 16 | 莒 17 | 亳 18 | 狰 19 | 

找 : 扣 0 | 穿 1 | 隔 2 | 缔 3 | 升 4 | 冬 5 | 凭 6 | 坐 7 | 涉 8 | 珠 9 | 痛 10 | 皇 11 | 赚 12 | 返 13 | 爸 14 | 宽 15 | 衷 16 | 懂 17 | 夕 18 | 横 19 | 

御 : 刷 0 | 踪 1 | 淀 2 | 撼 3 | 叹 4 | 暖 5 | 耗 6 | 淑 7 | 秆 8 | 杉 9 | 饰 10 | 馈 11 | 叉 12 | 荫 13 | 焰 14 | 贺 15 | 筝 16 | 崖 17 | 绎 18 | 憾 19 | 

昔 : 劝 0 | 雇 1 | 苍 2 | 酝 3 | 渝 4 | 咸 5 | 赣 6 | 崭 7 | 颜 8 | 悠 9 | 俺 10 | 遂 11 | 辐 12 | 喧 13 | 缅 14 | 隔 15 | 陪 16 | 愚 17 | 襄 18 | 钓 19 | 

袁 : 袁 0 | 魏 1 | 龚 2 | 圣 3 | 霍 4 | 廖 5 | 乔 6 | 董 7 | 乌 8 | 挑 9 | 戏 10 | 混 11 | 滑 12 | 钻 13 | 菲 14 | 宗 15 | 芭 16 | 茶 17 | 哲 18 | 贝 19 | 

辈 : 浅 0 | 劝 1 | 隔 2 | 屈 3 | 赚 4 | 横 5 | 苍 6 | 茫 7 | 珠 8 | 竣 9 | 赣 10 | 欲 11 | 幻 12 | 滴 13 | 悠 14 | 饿 15 | 渝 16 | 皇 17 | 颜 18 | 垂 19 | 

茫 : 奸 0 | 蜂 1 | 赃 2 | 冀 3 | 勋 4 | 拾 5 | 缠 6 | 芒 7 | 硫 8 | 巍 9 | 阀 10 | 幻 11 | 绎 12 | 仙 13 | 崖 14 | 稚 15 | 扇 16 | 抖 17 | 夷 18 | 愤 19 | 

俱 : 塑 0 | 饲 1 | 稽 2 | 戏 3 | 踊 4 | 蓬 5 | 宪 6 | 芭 7 | 慷 8 | 辐 9 | 灌 10 | 缅 11 | 闲 12 | 混 13 | 丈 14 | 赈 15 | 覆 16 | 猖 17 | 钓 18 | 雇 19 | 

莓 : 岷 0 | 糅 1 | 觞 2 | 荤 3 | 楣 4 | 嗅 5 | 砭 6 | 偕 7 | 钒 8 | 戛 9 | 淅 10 | 箫 11 | 盹 12 | 辫 13 | 菩 14 | 霆 15 | 轶 16 | 卤 17 | 妓 18 | 妖 19 | 

嗽 : 硼 0 | 腆 1 | 胤 2 | 燧 3 | 羹 4 | 噜 5 | 楣 6 | 狞 7 | 觞 8 | 诧 9 | 稣 10 | 珲 11 | 盹 12 | 糅 13 | 锏 14 | 陛 15 | 赳 16 | 钒 17 | 椭 18 | 菩 19 | 

谑 : 懵 0 | 霆 1 | 糠 2 | 砭 3 | 臼 4 | 轶 5 | 觞 6 | 阙 7 | 辫 8 | 箫 9 | 掰 10 | 獭 11 | 叽 12 | 荤 13 | 淅 14 | 漱 15 | 盹 16 | 楣 17 | 戛 18 | 孽 19 | 

梏 : 箫 0 | 戛 1 | 赳 2 | 诧 3 | 嗅 4 | 楣 5 | 辫 6 | 砭 7 | 糅 8 | 淅 9 | 霆 10 | 妖 11 | 罔 12 | 攥 13 | 椭 14 | 羹 15 | 荤 16 | 峁 17 | 觞 18 | 丐 19 | 

独 : 翻 0 | 涉 1 | 带 2 | 宽 3 | 肩 4 | 穿 5 | 寄 6 | 摆 7 | 扭 8 | 零 9 | 赈 10 | 浓 11 | 粗 12 | 填 13 | 跟 14 | 坐 15 | 疲 16 | 湘 17 | 涨 18 | 孤 19 | 

障 : 息 0 | 势 1 | 障 2 | 险 3 | 视 4 | 湾 5 | 帜 6 | 洁 7 | 赠 8 | 值 9 | 鹏 10 | 献 11 | 响 12 | 睛 13 | 萄 14 | 染 15 | 慨 16 | 洋 17 | 测 18 | 扰 19 | 

邕 : 呐 0 | 宠 1 | 蜡 2 | 馒 3 | 朔 4 | 榨 5 | 拣 6 | 栖 7 | 猴 8 | 咋 9 | 熬 10 | 崎 11 | 氨 12 | 玫 13 | 琢 14 | 峙 15 | 锄 16 | 皱 17 | 酱 18 | 缤 19 | 

赋 : 钻 0 | 苍 1 | 雇 2 | 崭 3 | 钓 4 | 悠 5 | 颜 6 | 缅 7 | 赣 8 | 陪 9 | 浓 10 | 隔 11 | 辐 12 | 酝 13 | 咸 14 | 滴 15 | 慷 16 | 仿 17 | 匈 18 | 喧 19 | 

凰 : 剔 0 | 跤 1 | 麓 2 | 坞 3 | 瓣 4 | 姨 5 | 陲 6 | 疤 7 | 峭 8 | 榴 9 | 拌 10 | 碟 11 | 钮 12 | 翩 13 | 匡 14 | 兮 15 | 斩 16 | 秃 17 | 梓 18 | 髦 19 | 

钮 : 揪 0 | 翘 1 | 炕 2 | 坍 3 | 贼 4 | 吵 5 | 锄 6 | 弓 7 | 啼 8 | 梧 9 | 呐 10 | 猿 11 | 惶 12 | 殉 13 | 矫 14 | 虞 15 | 峭 16 | 捎 17 | 澎 18 | 扒 19 | 

骡 : 绂 0 | 嫡 1 | 婕 2 | 倭 3 | 罟 4 | 罘 5 | 啭 6 | 阚 7 | 猗 8 | 薮 9 | 佞 10 | 岙 11 | 幔 12 | 崂 13 | 仨 14 | 鲱 15 | 鳝 16 | 鹩 17 | 昀 18 | 喹 19 | 

转 : 升 0 | 涉 1 | 穿 2 | 坐 3 | 奔 4 | 宽 5 | 冬 6 | 诸 7 | 隔 8 | 凭 9 | 返 10 | 叫 11 | 横 12 | 珠 13 | 疲 14 | 肩 15 | 痛 16 | 扭 17 | 偏 18 | 夏 19 | 

